id,案件大類型,案件細節類型,主席,調解人,是否成立,調解次數,調解人數,have_other,調解天數,收件年,收件月,收件日,結案年,結案月,結案日,收件星期,結案星期,收件分鐘,結案分鐘,死,賠償,糾紛,二元成立,male_sum,male_mean,聲請人_sum,對造人_sum,法定代理人_sum,委任代理人_sum,公司代表人_sum,age_mean,age_median,age_min,age_max,party_count,age_missing_rate,city_missing_rate,city_mode,mask_all,money_sum,money_mean,money_first,money_last,調解人過去經手數,調解人過去成功數,調解人過去成功率,案件內容_匿名,LANE_1,ROADNAME_1,LANES_1,CAPACITY_1,SPEED_1,LANE_2,ROADNAME_2,LANES_2,CAPACITY_2,SPEED_2,載具1,載具2,受傷,死亡,車損
9900046,B.刑事,交通事故,390000000000000.0,304000000000000.0,成立,3.0,2.0,0.0,77.0,2010.0,1.0,13.0,2010.0,4.0,119.0,2.0,3.0,830.0,870.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,40.5,40.5,31.0,50.0,2.0,0.0,0.5,台南,"[時間],[人名]駕駛本人所有[車號]營業小客車與[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,致[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,30.0,21.0,0.7,民國99年1月1日20時50分許， [姓名] 駕駛本人所有 [車牌] 營業小客車 與 [姓名] 騎乘 [姓名] 所有 [車牌] 機車，在台南市公園南路與公園路口發生車禍，致 [姓名] 受傷。,0,公園南路,2.0,1850.0,37.0,0,公園路,2.0,1850.0,37.0,營業小客車,機車,1,0,0
9900054,B.刑事,交通事故,,277000000000000.0,成立,1.0,4.0,0.0,1.0,2010.0,1.0,14.0,2010.0,1.0,14.0,3.0,3.0,826.0,840.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,43.0,44.0,39.0,46.0,3.0,0.0,0.0,台南,"[時間],[人名]騎乘[人名]所有(車號:[車號])機車與[人名]騎乘本人所有(車號:[車號])機車在[地點]發生車禍,致雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,16.0,11.0,0.6875,民國99年1月6日17時40分許，   [姓名]騎乘[姓名]所有[車牌]機車與[姓名]騎乘本人所有[車牌]機車在台南市公園路與公園北路口發生車禍，致雙方車損，[姓名]受傷。,0,公園路,2.0,1850.0,37.0,0,公園北路,2.0,1850.0,37.0,機車,機車,1,0,1
9900055,B.刑事,交通事故,390000000000000.0,323000000000000.0,聲請人撤回,2.0,3.0,1.0,46.0,2010.0,1.0,12.0,2010.0,3.0,75.0,1.0,1.0,509.0,870.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.0,43.0,43.0,43.0,3.0,0.6666666666666666,0.6666666666666666,台南,"[時間],[人名]駕駛 所有[車號]自小貨車與[人名]騎乘[車號]機車,在[地點]發生車禍,致雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,13.0,7.0,0.538461538,民國98年12月28日21時30分許，[姓名]駕駛所有[車牌]自小貨車與[姓名]騎乘[車牌]機車，在台南市西門路與民德路口發生車禍，致雙方車損、[姓名]受傷。,0,西門路,2.0,3920.0,40.0,0,民德路,1.0,1760.0,32.0,小貨車,機車,1,0,1
9900056,B.刑事,交通事故,390000000000000.0,341000000000000.0,成立,1.0,2.0,0.0,9.0,2010.0,1.0,14.0,2010.0,1.0,26.0,3.0,1.0,525.0,870.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,61.0,61.0,43.0,79.0,2.0,0.0,1.0,,"[時間],[人名]騎乘本人所有(車號:[車號])機車與[人名]騎乘腳踏車在[地點]發生車禍,致雙方車損､受傷｡",-1.0,-1.0,-1.0,-1.0,30.0,22.0,0.733333333,民國98年12月7日8時30分許，[姓名]騎乘本人所有（[車牌]）機車與[姓名]騎乘腳踏車在台南市北區公園南路19號前發生車禍，致雙方車損、受傷,0,公園南路,2.0,1850.0,37.0,0,,,,,機車,腳踏車,1,0,1
9900059,B.刑事,交通事故,390000000000000.0,304000000000000.0,不成立,2.0,2.0,0.0,108.0,2010.0,1.0,15.0,2010.0,6.0,166.0,4.0,1.0,720.0,900.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,2.0,0.5,0.5,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車與[人名]駕駛本人所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]受傷,後因而死亡｡",-1.0,-1.0,-1.0,-1.0,31.0,22.0,0.709677419,民國98年10月16日15時0分許，[姓名]騎乘本人所有[車牌]機車與[姓名]駕駛本人所有[車牌]自小客車在台南市北區西門路與北安路口發生車禍，致雙方車損，[姓名]受傷，後因而死亡，,0,西門路,2.0,3920.0,40.0,0,北安路,2.0,1850.0,37.0,機車,自小客車,1,1,1
9900060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,0.333333333,民國99年1月5日21時10分許，[姓名]騎乘[姓名]所有[車牌]機車與行人[姓名]在台南市北區北門路2段212號前發生車禍，致[姓名]死亡。,0,北門路,1.0,1760.0,32.0,0,,,,,機車,行人,0,1,0
9900061,B.刑事,交通事故,390000000000000.0,265000000000000.0,成立,1.0,3.0,0.0,35.0,2010.0,1.0,15.0,2010.0,3.0,63.0,4.0,3.0,618.0,870.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,42.333333333333336,48.0,30.0,49.0,3.0,0.0,0.0,台南,"[時間],[人名]駕駛[人名]所有(車號:[車號])自小客車與[人名]騎乘本人所有(車號:[車號])機車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,9.0,5.0,0.555555556,民國99年1月12日17時50分許，[姓名]駕駛[姓名]所有[車牌]自小客車與[姓名]騎乘本人所有[車牌]機車在臺南市北區西門路與民德路口發生車禍。,0,西門路,2.0,3920.0,40.0,0,民德路,1.0,1760.0,32.0,自小客車,機車,0,0,0
9900062,B.刑事,交通事故,390000000000000.0,3.85e+19,不成立,2.0,4.0,1.0,49.0,2010.0,1.0,14.0,2010.0,3.0,82.0,3.0,1.0,640.0,870.0,0.0,0.0,1.0,0.0,3.0,0.75,1.0,1.0,0.0,2.0,0.0,38.5,37.0,22.0,58.0,4.0,0.0,0.0,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車與[人名]駕駛許[人名]所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,18.0,12.0,0.666666667,民國98年10月31日11時35分許，[姓名]騎乘本人所有（[車牌]）機車與[姓名]駕駛[姓名]所有（[車牌]）自小客車在台南縣仁德鄉二仁路1段110號前發生車禍，致雙方車損，[姓名]受傷。,0,二仁路,2.0,1950.0,46.0,0,,,,,機車,自小客車,1,0,1
9900063,B.刑事,交通事故,390000000000000.0,265000000000000.0,成立,1.0,2.0,0.0,47.0,2010.0,1.0,18.0,2010.0,3.0,82.0,0.0,1.0,659.0,870.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,48.5,48.5,40.0,57.0,2.0,0.0,0.0,台南,"[時間],[人名]駕駛本人所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損｡",-1.0,-1.0,-1.0,-1.0,10.0,6.0,0.6,民國98年12月16日15時25分許，[姓名]駕駛本人所有[車牌]自小客車在台南市北區公園南路與公園路口被[姓名]駕駛[公司]所有[車牌]自小客車撞擊發生車禍，致雙方車損,0,公園南路,2.0,1850.0,37.0,0,公園路,2.0,1850.0,37.0,自小客車,自小客車,0,0,1
9900064,B.刑事,交通事故,390000000000000.0,265000000000000.0,成立,1.0,2.0,0.0,9.0,2010.0,1.0,18.0,2010.0,1.0,28.0,0.0,3.0,659.0,870.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,50.0,50.0,43.0,57.0,2.0,0.0,0.0,台南,"[時間],[人名]駕駛本人所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損｡",-1.0,-1.0,-1.0,-1.0,11.0,7.0,0.636363636,民國98年12月16日15時25分許，[姓名]駕駛本人所有[車牌]自小客車在台南市北區忠義路三段85號前被[姓名]駕駛[公司]所有[車牌]自小客車撞擊發生車禍，致雙方車損,0,忠義路,1.0,1760.0,32.0,0,,,,,自小客車,自小客車,0,0,1
9900068,B.刑事,交通事故,390000000000000.0,277000000000000.0,成立,1.0,4.0,1.0,1.0,2010.0,1.0,21.0,2010.0,1.0,21.0,3.0,3.0,535.0,840.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,0.0,51.75,49.0,31.0,78.0,4.0,0.0,0.25,台南,"[時間],[人名]騎乘[人名]所有[車號]機車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,17.0,12.0,0.705882353,民國98年8月31日7時30分許，[姓名]騎乘[姓名]所有[車牌]在台南市北區公園路733號前為閃避行人[姓名]而煞車，[姓名]之機車又與[姓名]駕駛所有[車牌]發生車禍。,0,公園路,2.0,1850.0,37.0,0,,,,,機車,自小客車,0,0,0
9900069,B.刑事,交通事故,390000000000000.0,264000000000000.0,成立,1.0,4.0,1.0,1.0,2010.0,1.0,21.0,2010.0,1.0,21.0,3.0,3.0,719.0,840.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,43.66666666666666,47.0,11.0,73.0,3.0,0.0,0.0,台南,"[時間],[人名]駕駛本人所有[車號]自小客車與行人[人名],在[地點]發生車禍,致[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,22.0,14.0,0.636363636,民國98年12月29日17時30分許，[姓名]駕駛本人所有[車牌]自小客車與行人[姓名]，在台南市西門路4段與公園北路口發生車禍，致[姓名]受傷。,0,西門路,2.0,3920.0,40.0,0,公園北路,2.0,1850.0,37.0,自小客車,行人,1,0,0
9900070,B.刑事,交通事故,390000000000000.0,390000000000000.0,成立,3.0,2.0,0.0,26.0,2009.0,12.0,351.0,2010.0,1.0,21.0,3.0,3.0,1020.0,870.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,57.5,57.5,57.0,58.0,2.0,0.0,0.0,台南,"[時間],[人名]駕駛本人所有(車號:[車號])自用小客車與[人名]騎乘 巧雲所有(車號:[車號])機車搭在[地點]發生車禍,致雙方車損,[人名]､ 巧雲受傷｡",-1.0,-1.0,-1.0,-1.0,10.0,8.0,0.8,民國98年8月8日10時30分許，[姓名]駕駛本人所有[車牌]自小客車與[姓名]騎乘[姓名]所有[車牌]機車在台南市安南區北安路2段賢安街口發生車禍，致雙方車損，[姓名]、 [姓名]受傷。,0,北安路,2.0,1850.0,37.0,0,,,,,自小客車,機車,1,0,1
9900071,B.刑事,交通事故,390000000000000.0,341000000000000.0,成立,4.0,3.0,1.0,36.0,2010.0,1.0,21.0,2010.0,3.0,70.0,3.0,3.0,1084.0,930.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,64.33333333333333,58.0,53.0,82.0,3.0,0.0,0.0,台南,"[時間],[人名]駕駛(車號:[車號])營業小客車與[人名] 騎乘[車號]機車在[地點]發生車禍,致[人名] 受傷,雙方無車損｡",-1.0,-1.0,-1.0,-1.0,31.0,23.0,0.741935484,民國98年11月01日15時20分許，[姓名]駕駛（車號：[車牌]）營業小客車與[姓名] 騎乘[車牌]機車在台南市北區成功路與公園路口發生車禍，致[姓名] 受傷，雙方無車損。,0,成功路,1.0,1860.0,50.0,0,公園路,2.0,1850.0,37.0,營業小客車,機車,1,0,0
9900073,B.刑事,交通事故,390000000000000.0,296000000000000.0,成立,2.0,3.0,0.0,82.0,2010.0,1.0,20.0,2010.0,5.0,133.0,2.0,3.0,585.0,870.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,17.5,17.5,15.0,20.0,2.0,0.0,0.5,台北,"[時間],[人名]駕駛(車號:[車號])自小客車在[地點]發生車禍,致[人名][人名]受傷｡",-1.0,-1.0,-1.0,-1.0,13.0,8.0,0.615384615,民國99年1月1日15時15分許，[姓名]駕駛[車牌]自小客車在台南市北區林森路3段與開南街口，與第3人[姓名]騎乘[車牌]機車搭載[姓名]發生車禍，致[姓名]受傷。,0,林森路,2.0,1850.0,37.0,0,開南街,1.0,1760.0,32.0,自小客車,機車,1,0,0
9900074,B.刑事,交通事故,390000000000000.0,3.85e+19,不成立,1.0,2.0,0.0,9.0,2010.0,1.0,21.0,2010.0,2.0,33.0,3.0,1.0,651.0,900.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,2.0,0.5,0.5,台南,"[時間],[人名]駕駛 所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,19.0,12.0,0.631578947,民國98年11月4日11時40分許，[姓名]駕駛所有（[車牌]）自小客車在台南市北區北安路1段與文成路口，與[姓名]駕駛所有（[車牌]）機車發生車禍，致雙方車損，[姓名]受傷。,0,北安路,2.0,1850.0,37.0,0,文成路,1.0,1760.0,32.0,自小客車,機車,1,0,1
9900075,B.刑事,交通事故,390000000000000.0,385000000000000.0,成立,1.0,6.0,1.0,11.0,2010.0,1.0,19.0,2010.0,2.0,33.0,1.0,1.0,672.0,900.0,0.0,0.0,1.0,1.0,2.0,0.3333333333333333,2.0,2.0,0.0,2.0,0.0,44.5,46.0,39.0,47.0,6.0,0.0,0.3333333333333333,台南,"[時間],[人名]駕駛[人名]所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,32.0,19.0,0.59375,民國98年8月23日14時15分許，[姓名]駕駛[姓名]自小客車在台南縣永康市中正南路與小北路口，與[姓名]駕駛[姓名]機車搭載[姓名]發生車禍，致雙方車損，[姓名]、[姓名]受傷,0,中正南路,1.0,3920.0,50.0,0,小北路,1.0,1760.0,32.0,自小客車,機車,1,0,1
9900076,B.刑事,交通事故,390000000000000.0,390000000000000.0,成立,2.0,3.0,1.0,10.0,2010.0,1.0,22.0,2010.0,2.0,35.0,4.0,3.0,606.0,630.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,47.333333333333336,54.0,31.0,57.0,3.0,0.0,0.3333333333333333,台南,"[時間],[人名]駕駛[人名]所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,13.0,10.0,0.769230769,民國98年11月30日19時08分許，[姓名]駕駛[姓名]所有[車牌]自小客車在台南縣新市鄉社內村新港社大道與國八匝道口，與[姓名]駕駛本區所有[車牌]機車發生車禍，致雙方車損，[姓名]受傷。,0,新港社大道,2.0,1950.0,46.0,0,,,,,自小客車,機車,1,0,1
9900077,B.刑事,交通事故,390000000000000.0,3.85e+19,當事人不到場,2.0,2.0,0.0,26.0,2010.0,1.0,21.0,2010.0,2.0,56.0,3.0,3.0,1020.0,900.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,40.5,40.5,33.0,48.0,2.0,0.0,0.5,台南,"[時間],[人名]駕駛本人 所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,20.0,12.0,0.6,民國99年1月1日22時許，[姓名] 駕駛 [車牌] 自小客車在台南市北區北園街20號前，與 [姓名] 騎乘 [車牌] 機車發生車禍，致雙方車損，[姓名] 受傷。,0,北園街,1.0,860.0,32.0,0,,,,,自小客車,機車,1,0,1
9900079,B.刑事,交通事故,390000000000000.0,372000000000000.0,成立,1.0,4.0,1.0,8.0,2010.0,1.0,22.0,2010.0,2.0,33.0,4.0,1.0,1020.0,870.0,0.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,41.75,37.5,18.0,74.0,4.0,0.0,0.5,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車在[地點]發生車禍,致雙方車損受傷｡",-1.0,-1.0,-1.0,-1.0,10.0,7.0,0.7,民國98年11月29日14時55分許，[姓名]騎乘本人所有（[車牌]）機車在台南市北區實踐街85巷永祥裡活動中心前，與[姓名]騎乘[姓名]所有（[車牌]）機車發生車禍，致雙方車損受傷。,1,實踐街,1.0,1860.0,43.0,0,,,,,機車,機車,1,0,1
9900080,B.刑事,交通事故,390000000000000.0,264000000000000.0,成立,1.0,3.0,1.0,14.0,2010.0,1.0,18.0,2010.0,2.0,35.0,0.0,3.0,1020.0,870.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,40.66666666666666,37.0,27.0,58.0,3.0,0.0,0.0,高雄,"[時間],[人名]駕駛[人名]所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損｡",-1.0,-1.0,-1.0,-1.0,21.0,13.0,0.619047619,民國98年11月08日8時28分許，   自小客車在台南市北區長榮路與長勝街口，與   自小客車發生車禍，致雙方車損。,0,長榮路,1.0,3920.0,50.0,0,,,,,自小客車,自小客車,0,0,1
9900081,B.刑事,交通事故,390000000000000.0,277000000000000.0,成立,1.0,2.0,0.0,11.0,2010.0,1.0,21.0,2010.0,2.0,35.0,3.0,3.0,1020.0,870.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,41.5,41.5,26.0,57.0,2.0,0.0,0.0,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車在[地點]發生車禍,致雙方車損人傷｡",-1.0,-1.0,-1.0,-1.0,18.0,13.0,0.722222222,民國99年01月12日15時50分許，[姓名]騎乘本人所有[車牌]機車在台南市北區育德路與育成路口，與[姓名]騎乘本人所有[車牌]機車發生車禍，致雙方車損人傷。,0,育德路,1.0,1760.0,32.0,0,育成路,1.0,1760.0,32.0,機車,機車,1,0,1
9900082,B.刑事,交通事故,390000000000000.0,264000000000000.0,成立,1.0,2.0,0.0,9.0,2010.0,1.0,25.0,2010.0,2.0,35.0,0.0,3.0,844.0,900.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,45.5,45.5,29.0,62.0,2.0,0.0,0.0,台南,"[時間],[人名]駕駛本人所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,23.0,15.0,0.652173913,民國98年11月15日19時16分許，[姓名]駕駛本人所有（[車牌]）小客車在台南市北區公園路兵工廠停車場前，與[姓名]騎乘所有（[車牌]）機車發生車禍，致雙方車損，[姓名]受傷。,0,公園路,2.0,1850.0,37.0,0,,,,,自小客車,機車,1,0,1
9900084,A.民事,交通事故,390000000000000.0,304000000000000.0,當事人不到場,2.0,2.0,0.0,27.0,2010.0,1.0,25.0,2010.0,3.0,61.0,0.0,1.0,876.0,870.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,2.0,0.5,0.0,台南,"[時間],[人名]駕駛[人名]所有(車號:[車號])自小客車在[地點]發生車禍,致雙方車損｡",-1.0,-1.0,-1.0,-1.0,4.0,2.0,0.5,民國99年01月07日14時32分許，   駕駛   自小客車在台南市北區育德路與文成五街口，與   駕駛   自小客車發生車禍，致雙方車損,0,育德路,1.0,1760.0,32.0,0,文成五街,1.0,1760.0,32.0,自小客車,自小客車,0,0,1
9900086,B.刑事,交通事故,390000000000000.0,3.85e+19,成立,1.0,2.0,0.0,22.0,2010.0,1.0,25.0,2010.0,2.0,54.0,0.0,1.0,900.0,870.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,25.5,25.5,23.0,28.0,2.0,0.0,1.0,,"[時間],[人名]駕駛[車號]自小客車與[人名]騎乘[車號]機車,在[地點]發生車禍,致雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,21.0,12.0,0.571428571,民國99年1月6日23時10分許，[姓名]駕駛[車牌]自小客車與[姓名]騎乘[車牌]機車，在台南市長榮路與東豐路227巷24弄口發生車禍，致雙方車損，[姓名]受傷。,0,長榮路,1.0,3920.0,50.0,1,東豐路,2.0,1950.0,46.0,自小客車,機車,1,0,1
9900087,A.民事,交通事故,390000000000000.0,385000000000000.0,成立,2.0,4.0,0.0,54.0,2010.0,1.0,28.0,2010.0,4.0,103.0,3.0,1.0,1020.0,870.0,0.0,1.0,0.0,1.0,3.0,0.75,1.0,3.0,0.0,0.0,0.0,40.75,38.0,23.0,64.0,4.0,0.0,0.0,台南,"[時間]14許,聲請人[人名]駕駛[人名]所有(車號:[車號])自小客車與對造人[人名]之父[人名]騎乘所有(車號:[車號])機車,在[地點]發生車禍,致[人名]死亡｡",-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,民國99年1月15日13時14許，聲請人[姓名] 駕駛[姓名] 所有（[車牌]）自小客車與對造人[姓名] 之父[姓名] 騎乘所有（[車牌]）機車，在台南市北區文成二街與育德二路口處發生車禍，致[姓名]死亡,0,,,,,0,育德二路,1.0,1760.0,32.0,自小客車,機車,0,1,0
9900089,B.刑事,交通事故,390000000000000.0,390000000000000.0,成立,1.0,3.0,0.0,15.0,2010.0,1.0,15.0,2010.0,2.0,35.0,4.0,3.0,1020.0,900.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,2.0,1.0,0.0,1.0,0.0,62.0,69.0,42.0,75.0,3.0,0.0,0.3333333333333333,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車在[地點]發生車禍,致雙方車損受傷｡",-1.0,-1.0,-1.0,-1.0,12.0,9.0,0.75,民國98年12月16日10時20分許， [姓名] 騎乘本人所有[車牌]機車在台南市北區公園路與公園南路口， 與 [姓名] 騎乘[姓名]所有[車牌]機車發生車禍， 致雙方車損受傷。,0,公園路,2.0,1850.0,37.0,0,公園南路,2.0,1850.0,37.0,機車,機車,1,0,1
9900090,B.刑事,交通事故,390000000000000.0,304000000000000.0,不成立,4.0,2.0,0.0,124.0,2010.0,1.0,28.0,2010.0,7.0,201.0,3.0,1.0,720.0,870.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,27.5,27.5,26.0,29.0,2.0,0.0,0.5,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車與[人名]駕駛[人名]所有(車號:[車號])自小客車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,33.0,23.0,0.696969697,民國98年12月15日7時50分許，[姓名]騎乘[車牌]機車與[姓名]駕駛林王秀勤[車牌]自小客車在臺南縣新市鄉豐華村堤塘港路與南科三路口發生車禍。,0,堤塘港路,1.0,3920.0,40.0,0,南科三路,2.0,3920.0,40.0,機車,自小客車,0,0,0
9900093,B.刑事,交通事故,390000000000000.0,304000000000000.0,成立,2.0,3.0,0.0,46.0,2009.0,12.0,335.0,2010.0,2.0,33.0,1.0,1.0,711.0,930.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,44.0,49.0,32.0,51.0,3.0,0.0,0.0,台南,"[時間],[人名]騎乘[人名]所有(車號:[車號])機車與[人名]騎乘[人名]所有(車號:[車號])機車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,26.0,19.0,0.730769231,民國98年9月29日22時許，[姓名]騎乘[姓名]所有（車號：[車牌]）機車與[姓名]騎乘[姓名]所有（車號：[車牌]）機車在臺南市北區和緯路與海安路口處發生車禍。,0,和緯路,1.0,1760.0,32.0,0,海安路,2.0,1850.0,37.0,機車,機車,0,0,0
9900094,B.刑事,交通事故,390000000000000.0,304000000000000.0,成立,1.0,3.0,0.0,21.0,2010.0,1.0,26.0,2010.0,2.0,54.0,1.0,1.0,1020.0,900.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,42.0,42.0,40.0,44.0,3.0,0.0,0.0,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車與[人名]騎乘[人名]所有(車號:[車號])機車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,32.0,22.0,0.6875,民國99年1月11日8時許，[姓名]騎乘本人所有[車牌]機車與[姓名]騎乘[姓名]所有[車牌]機車在臺南市南區文南路61號前發生車禍。,0,文南路,1.0,1760.0,32.0,0,,,,,機車,機車,0,0,0
9900096,B.刑事,交通事故,390000000000000.0,385000000000000.0,不成立,1.0,2.0,0.0,21.0,2010.0,1.0,28.0,2010.0,2.0,56.0,3.0,3.0,717.0,870.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,26.5,26.5,26.0,27.0,2.0,0.0,0.0,台南,"[時間],[人名]騎乘本人所有(車號:[車號])機車與[人名]騎乘[人名]所有(車號:[車號])自小客車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,33.0,20.0,0.606060606,民國98年10月25日12時45分許，[姓名]騎乘[車牌]機車與[姓名]騎乘[姓名]所有[車牌]自小客車在臺南市中華西路2段357號前發生車禍,0,中華西路,2.0,3920.0,60.0,0,,,,,機車,自小客車,0,0,0
9900097,B.刑事,交通事故,390000000000000.0,390000000000000.0,成立,2.0,4.0,1.0,40.0,2009.0,12.0,345.0,2010.0,2.0,35.0,4.0,3.0,720.0,900.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,42.66666666666666,39.0,21.0,68.0,3.0,0.0,0.0,高雄,"[時間],[人名]騎乘[車號]機車與[人名]騎乘[車號]機車,在[地點]發生車禍,致雙方身體受傷｡",-1.0,-1.0,-1.0,-1.0,8.0,7.0,0.875,民國98年9月16日17時0分許，[姓名]騎乘[車牌]與[姓名]騎乘[車牌]在台南市公園路與公園北路口發生車禍，致雙方身體受傷。,0,公園路,2.0,1850.0,37.0,0,公園北路,2.0,1850.0,37.0,機車,機車,1,0,0
9900100,B.刑事,交通事故,390000000000000.0,341000000000000.0,聲請人撤回,4.0,2.0,0.0,100.0,2010.0,1.0,29.0,2010.0,6.0,168.0,4.0,3.0,643.0,600.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.5,39.5,32.0,47.0,2.0,0.0,0.5,台南,"[時間],[人名]騎乘[人名]所有(車號:[車號])機車與[人名]駕駛[人名]所有(車號:[車號])自小客車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,32.0,24.0,0.75,民國98年10月19日19時10分許，[姓名]騎乘[車牌]機車與[姓名]駕駛[車牌]自小客車在臺南市北區北安路1段51巷3弄18號前發生車禍,1,北安路,2.0,1850.0,37.0,0,,,,,機車,自小客車,0,0,0
9900101,B.刑事,交通事故,390000000000000.0,264000000000000.0,當事人不到場,1.0,2.0,0.0,20.0,2010.0,1.0,29.0,2010.0,2.0,56.0,4.0,3.0,663.0,870.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,24.0,17.0,31.0,2.0,0.0,0.0,台南,"[時間],[人名]騎乘 所有(車號:[車號])機車與[人名]騎乘腳踏車在[地點]發生車禍｡",-1.0,-1.0,-1.0,-1.0,24.0,16.0,0.666666667,民國98年10月21日21時49分許，[姓名]騎乘[車牌]機車與[姓名]騎乘腳踏車在臺南市北區林森路3段與開南街口發生車禍。,0,林森路,2.0,1850.0,37.0,0,開南街,1.0,1760.0,32.0,機車,腳踏車,0,0,0
